ProgrammingLanguageName   RepoDescription SourceDescription   PairID
C# Rad sa nizovima i listama  Ovaj fajl služi za definisanje različitih načina za inicijalizaciju niza. djordjeojdanic-comment-95    Inicijalizacija niza u
C# Rad sa nizovima i listama  Ovaj fajl služi za definisanje različitih načina za inicijalizaciju niza. bselic-comment-87    Inicijalizacija niza sa sledbenicima kao vrednostima. Zadaje se pocetna tacka i duzina niza.
C# Rad sa nizovima i listama  Ovaj fajl služi za definisanje različitih načina za inicijalizaciju niza. bselic-comment-88    Inicijalizacija niza istim vrednostima.
C# Ovaj repozitorijum pruža podršku za rad sa stringovima  Ovaj fajl služi za definisanje funkcija za obrtanje string-a. bselic-comment-89    Ova metoda vraca string procitan unazad.
C# Ovaj repozitorijum pruža podršku za rad sa stringovima  Ovaj fajl služi za definisanje funkcija za obrtanje string-a. bselic-comment-90    Kreira novi string koji ima obrnutu vrednost u odnosu na prosledjeni string.
C# Ovaj repozitorijum pruža podršku za rad sa stringovima  Ovaj fajl služi za definisanje funkcija za obrtanje string-a. bselic-comment-91    Ova metoda vraca vrednost string a procitanu unazad i koristi xor za bolje performanse.
C# Ovaj repozitorijum pruža podršku za rad sa stringovima  Ovaj fajl služi za definisanje funkcija za obrtanje string-a. bselic-comment-92    Grafemom do obrnutog stringa
C# Ovaj repozitorijum pruža podršku za rad sa stringovima  Ovaj fajl služi za definisanje funkcija za obrtanje string-a. bselic-comment-93    Obrtanje string vrednosti koristeci grafeme.
C# Ovaj repozitorijum sadrži razne primere  Ovaj fajl služi za dohvatanje trenutnog vremena. bselic-comment-94    Dohvata trenutni datum i vreme.
C# Ovaj repozitorijum sadrži razne primere  Ovaj fajl služi za dohvatanje trenutnog vremena. bselic-comment-95    Vraca trenutni datum i vreme.
C# Ovaj repozitorijum sadrži razne primere  Ovaj fajl služi za dohvatanje trenutnog vremena. bselic-comment-96    Izracunava trenutni datum i vreme i vraca string.
C# Ovaj repozitorijum sadrži razne primere  Ovaj fajl služi za generisanje pseudo-slučajnih brojeva. bselic-comment-97    Ova metoda dohvata nenegativan broj koristeci generator pseudo slucajnih brojeva.
C# Ovaj repozitorijum sadrži razne primere  Ovaj fajl služi za generisanje pseudo-slučajnih brojeva. bselic-comment-98    Dohvata random broj u opsegu od min do max vrednosti.
C# Ovaj repozitorijum sadrži razne primere  Ovaj fajl služi za generisanje pseudo-slučajnih brojeva. bselic-comment-99    Ova metoda dohvata pseudo slucajan broj.
C# Ovaj repozitorijum sadrži razne primere  Ovaj fajl služi za generisanje pseudo-slučajnih brojeva. bselic-comment-100    Izracunaj pseudo slucajan broj u opsegu od min do max.
C# Ovaj repozitorijum pruža podršku za rad sa stringovima  Ovaj fajl sadrži funkcije za obradu stringova i izvlačenje neophodnih informacija iz njih. bselic-comment-101    Nalazi prvi int u string u
C# Ovaj repozitorijum pruža podršku za rad sa stringovima  Ovaj fajl sadrži funkcije za obradu stringova i izvlačenje neophodnih informacija iz njih. bselic-comment-102    Dohvata prvi broj u stringu
C# Rad sa nizovima i listama  U ovom fajlu se nalazi klasa koja predstavlja prioritetni red gde se uklanja uvek onaj element koji ima najmanju vrednost bez obzira na redosled dodavanja djordjeojdanic-comment-96    Ova klasa predstavlja prioritetni red gde se uklanja uvek onaj element koji ima najmanju vrednost bez obzira na redosled dodavanja.
C# Rad sa nizovima i listama  U ovom fajlu se nalazi klasa koja predstavlja prioritetni red gde se uklanja uvek onaj element koji ima najmanju vrednost bez obzira na redosled dodavanja djordjeojdanic-comment-97    Ova metoda dodaje element na kraj prioritetnog reda, a zatim sortira elemente u rastuci redosled.
C# Rad sa nizovima i listama  U ovom fajlu se nalazi klasa koja predstavlja prioritetni red gde se uklanja uvek onaj element koji ima najmanju vrednost bez obzira na redosled dodavanja djordjeojdanic-comment-98    Ova metoda dohvata prvi element iz prioritetnog reda, tj. onaj koji je najmanji.
C# Rad sa nizovima i listama  U ovom fajlu se nalazi klasa koja predstavlja prioritetni FIFO red djordjeojdanic-comment-99    Ova klasa predstavlja prioritetni red FIFO princip.
C# Rad sa nizovima i listama  U ovom fajlu se nalazi klasa koja predstavlja prioritetni FIFO red djordjeojdanic-comment-100    Dodavanje elementa u prioritetni red na njegov kraj.
C# Rad sa nizovima i listama  U ovom fajlu se nalazi klasa koja predstavlja prioritetni FIFO red djordjeojdanic-comment-101    Uklanjanje prvog elementa iz prioritetnog reda.
C# Ovaj repozitorijum pruža podršku za različite konverzije  U ovom fajlu se nalazi klasa koja se koristi za konverziju JSON fajla u XML fajl djordjeojdanic-comment-102    Klasa za konverziju json u xml
C# Ovaj repozitorijum pruža podršku za konverzije JSON fajlova, kao i različite operacije sa njima  U ovom fajlu se nalazi klasa koja se koristi za konverziju JSON fajla u XML fajl djordjeojdanic-comment-103    Konvertuje json string u xml string.
C# Ovaj repozitorijum pruža podršku za konverzije JSON fajlova, kao i različite operacije sa njima  U ovom fajlu se nalazi klasa koja se koristi za konverziju JSON fajla u XML fajl djordjeojdanic-comment-104    Konvertuje json u xml i cuva xml sadrzaj u fajlu.
C# Ovaj repozitorijum pruža podršku za konverzije JSON fajlova, kao i različite operacije sa njima  U ovom fajlu je klasa koja radi konverziju json fajla u xml format djordjeojdanic-comment-105    Klasa json u xml
C# Ovaj repozitorijum pruža podršku za konverzije JSON fajlova, kao i različite operacije sa njima  U ovom fajlu je klasa koja radi konverziju json fajla u xml format djordjeojdanic-comment-106    Ova metoda prosledjeni json string konvertuje u xml string.
C# Ovaj repozitorijum pruža podršku za konverzije JSON fajlova, kao i različite operacije sa njima  Ovaj fajl pruža podršku za lep ispis json fajla djordjeojdanic-comment-107    Klasa za lepo ispisivanje json a
C# Ovaj repozitorijum pruža podršku za konverzije JSON fajlova, kao i različite operacije sa njima  Ovaj fajl pruža podršku za lep ispis json fajla djordjeojdanic-comment-108    Ova metoda vraca json string lepo prikazan.
C# Ovaj repozitorijum pruža podršku za konverzije JSON fajlova, kao i različite operacije sa njima  Ovaj fajl pruža podršku za lep ispis json fajla djordjeojdanic-comment-109    Lepo formatira prosledjeni json string i vraca novu vrednost.
C# Ovaj repozitorijum pruža podršku za konverzije JSON fajlova, kao i različite operacije sa njima  Ovaj fajl pruža podršku za lep ispis json fajla djordjeojdanic-comment-110    Ova metoda dohvata formatiran json string.
C# Ovaj repozitorijum sadrži razne primere  Ovaj fajl izvršava kopiranje teksta na tastaturu. bselic-comment-103    Klasa koja kopira string na tastaturu
C# Ovaj repozitorijum sadrži razne primere  Ovaj fajl izvršava kopiranje teksta na tastaturu. bselic-comment-104    Ova metoda kopira prosledjenu string vrednost u clipboard.
C# Ovaj repozitorijum sadrži razne primere  Ovaj fajl izvršava kopiranje teksta na tastaturu. bselic-comment-105    Kopira tekst u clipboard i daje mogucnost izbora tekst formata.
